Code Tâche;Famille Code;Famille;Commentaire / Type d’équipe;Catégorie Code;Catégorie;Sous-catégorie Code;Sous-catégorie;Nom de la tâche;Description détaillée;Unité;Rendement (h/Unité) - estimatif;Contrôles Qualité (résumé);Normes / Références
FT01/CT02/SC03/T05;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T06;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T07;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T08;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T09;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T10;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T11;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T12;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T13;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T14;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T15;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T16;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T17;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T18;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T19;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC03/T20;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC03;Suivi de l'Avancement et Reporting;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T01;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T02;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T03;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T04;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T05;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T06;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T07;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T08;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T09;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T10;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T11;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T12;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T13;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T14;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T15;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T16;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T17;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T18;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T19;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC04/T20;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC04;Contrôles Qualité et Conformité (Autocontrôle);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T01;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T02;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T03;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T04;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;lot;2,2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T05;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;lot;1,8;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T06;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;lot;1,9;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T07;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;lot;2;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT01/CT02/SC05/T08;FT01;Pilotage & installations de chantier;Base vie, clôtures, sécurisation, approvisionnement;FT01/CT02;Coordination & suivi;FT01/CT02/SC05;Gestion Documentaire du Projet (DOE/DIUO);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;lot;2,1;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
